iter,obj,time Aggregate time
0,15062.1,4,4
1,10954.8,3,8
2,8250.2,3,12
3,6430.57,3,16
4,4995.55,3,20
5,3934.97,3,24
6,3396.13,4,28
7,3139.25,4,32
8,3024.33,4,36
9,2873.74,3,40
10,2581.47,4,44
11,2277.13,3,48
12,2074.73,3,52
13,1962.05,3,56
14,1914.66,3,60
15,1626.74,4,64
16,995.932,3,69
17,538.023,3,72
18,487.719,3,76
19,485.127,4,80
20,484.985,4,85
21,484.977,3,89
22,484.976,4,93
