iter,obj,time
0,234992,31
1,178424,30
2,13700.9,30
3,828.775,30
4,559.567,31
5,401.625,31
6,259.179,57
7,244.841,30
8,228.272,30
9,201.972,29
10,178.587,30
11,143.149,30
12,101.624,31
13,71.7514,30
14,58.0439,29
15,53.4669,30
16,52.4484,29
17,52.3529,32
18,52.3485,31
19,52.3482,30
20,52.3482,31
