iter,obj,time
0,28503,4
1,21705.2,4
2,15840.8,17
3,9488.78,5
4,6831.01,5
5,5391.13,4
6,4454.56,4
7,3926.8,4
8,3651.55,4
9,3474.23,4
10,3307.06,4
11,3101.51,5
12,2798.33,4
13,2339.74,4
14,1794.68,4
15,1334.45,4
16,1081.17,4
17,1028.13,4
18,1025.73,4
19,1025.47,4
20,1025.41,4
21,1025.4,4
22,1025.4,4
23,1025.4,4
