iter,obj,time Aggregate time
0,7984.32,7,7
1,4308.6,7,15
2,3242.62,7,22
3,2586.89,7,30
4,2321.34,7,37
5,2253.51,7,44
6,2233.89,7,52
7,2225.39,7,59
8,1294.26,7,67
9,57.6486,7,74
10,38.8715,7,82
11,38.8133,7,89
12,38.8111,7,97
13,38.8109,7,105
