iter,obj,time Aggregate time
0,683207,46,46
1,259114,44,91
2,135475,44,136
3,85674.1,43,181
4,60167.7,45,227
5,44370.1,44,273
6,35502,44,318
7,31850.2,47,366
8,30941,44,411
9,30752.2,44,457
10,30709.4,44,502
11,21280.2,45,548
12,64.3299,45,595
13,63.7493,44,640
14,63.7493,44,686
