iter,obj,time Aggregate time
0,244983,42,42
1,98055.3,40,84
2,66458.9,39,124
3,59660.8,39,165
4,58564.5,41,207
5,58360.6,40,248
6,58283.6,40,290
7,58240.5,40,331
8,58213.7,39,371
9,56403,40,413
10,49.2503,39,453
11,46.4635,40,494
12,46.4635,39,534
