iter,obj,time Aggregate time
0,205194,17,17
1,76051.7,16,34
2,50611.9,16,51
3,42748.6,17,69
4,17287.3,16,85
5,7.93299,17,103
6,3.63976,17,121
7,3.63965,17,138
8,3.63965,17,156
